Название песни;Альбом;Слово;Лемма;Часть речи;Падеж;Число;Время;Лицо;Форма прилагательного
Персидский тигр;Курара, 2006;твой;твой;ADJF;винительный;единственное;-;-;полная
Персидский тигр;Курара, 2006;прадед;прадед;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;был;быть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;персидским;персидский;ADJF;творительный;единственное;-;-;полная
Персидский тигр;Курара, 2006;тигром;тигр;NOUN;творительный;единственное;-;-;-
Персидский тигр;Курара, 2006;острый;острый;ADJF;именительный;единственное;-;-;полная
Персидский тигр;Курара, 2006;клык;клык;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;на;на;PREP;-;-;-;-;-
Персидский тигр;Курара, 2006;рёбрах;ребро;NOUN;предложный;множественное;-;-;-
Персидский тигр;Курара, 2006;кровь;кровь;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;рвутся;рваться;VERB;-;множественное;настоящее;3;-
Персидский тигр;Курара, 2006;стропы;строп;NOUN;винительный;множественное;-;-;-
Персидский тигр;Курара, 2006;сердце;сердце;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;топот;топот;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;ты;ты;NPRO;-;-;-;-;-
Персидский тигр;Курара, 2006;кошка;кошка;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;не;не;PRCL;-;-;-;-;-
Персидский тигр;Курара, 2006;надо;надо;PRED;-;-;-;-;-
Персидский тигр;Курара, 2006;слов;слово;NOUN;родительный;множественное;-;-;-
Персидский тигр;Курара, 2006;короли;король;NOUN;именительный;множественное;-;-;-
Персидский тигр;Курара, 2006;курара;курар;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;был;быть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;королём;король;NOUN;творительный;единственное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;брал;брать;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;за;за;PREP;-;-;-;-;-
Персидский тигр;Курара, 2006;кадык;кадык;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;высоту;высота;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;падал;падать;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;дождём;дождь;NOUN;творительный;единственное;-;-;-
Персидский тигр;Курара, 2006;на;на;PREP;-;-;-;-;-
Персидский тигр;Курара, 2006;заколдованную;заколдованный;ADJF;винительный;единственное;-;-;полная
Персидский тигр;Курара, 2006;богом;бог;NOUN;творительный;единственное;-;-;-
Персидский тигр;Курара, 2006;луну;луна;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;пил;пить;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;темноту;темнота;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;спал;спасть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;со;с;PREP;-;-;-;-;-
Персидский тигр;Курара, 2006;змеями;змея;NOUN;творительный;множественное;-;-;-
Персидский тигр;Курара, 2006;ел;есть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;собаками;собака;NOUN;творительный;множественное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;падал;падать;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;траву;трава;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;видел;видеть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;джунгли;джунгли;NOUN;именительный;множественное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;был;быть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;королём;король;NOUN;творительный;единственное;-;-;-
Персидский тигр;Курара, 2006;листья;лист;NOUN;именительный;множественное;-;-;-
Персидский тигр;Курара, 2006;землю;земля;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;капли;капля;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;окна;окно;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;губы;губа;NOUN;именительный;множественное;-;-;-
Персидский тигр;Курара, 2006;вены;вена;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;пальцы;палец;NOUN;винительный;множественное;-;-;-
Персидский тигр;Курара, 2006;локон;локон;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;чашку;чашка;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;стену;стена;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;руки;рука;NOUN;винительный;множественное;-;-;-
Персидский тигр;Курара, 2006;небо;небо;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;гнать;гнать;INFN;-;-;-;-;-
Персидский тигр;Курара, 2006;на;на;PREP;-;-;-;-;-
Персидский тигр;Курара, 2006;время;время;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;был;быть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;королём;король;NOUN;творительный;единственное;-;-;-
Персидский тигр;Курара, 2006;мои;мой;ADJF;именительный;множественное;-;-;полная
Персидский тигр;Курара, 2006;слоны;слон;NOUN;именительный;множественное;-;-;-
Персидский тигр;Курара, 2006;целовали;целовать;VERB;-;множественное;прошедшее;-;-
Персидский тигр;Курара, 2006;мне;я;NPRO;-;-;-;-;-
Персидский тигр;Курара, 2006;руки;рука;NOUN;винительный;множественное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;дрался;драться;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;огнём;огонь;NOUN;творительный;единственное;-;-;-
Персидский тигр;Курара, 2006;рвал;рвать;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;тростник;тростник;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;одевался;одеваться;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;прутья;прут;NOUN;винительный;множественное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;грыз;грызть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;вороньё;вороньё;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;видел;видеть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;страх;страх;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;ненавидел;ненавидеть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;мир;мир;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;трогал;трогать;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;ее;она;NPRO;-;-;-;-;-
Персидский тигр;Курара, 2006;видел;видеть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;небо;небо;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;был;быть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;королём;король;NOUN;творительный;единственное;-;-;-
Персидский тигр;Курара, 2006;листья;лист;NOUN;именительный;множественное;-;-;-
Персидский тигр;Курара, 2006;землю;земля;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;капли;капля;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;окна;окно;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;губы;губа;NOUN;именительный;множественное;-;-;-
Персидский тигр;Курара, 2006;вены;вена;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;пальцы;палец;NOUN;винительный;множественное;-;-;-
Персидский тигр;Курара, 2006;локон;локон;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;чашку;чашка;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;стену;стена;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;руки;рука;NOUN;винительный;множественное;-;-;-
Персидский тигр;Курара, 2006;небо;небо;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;гнать;гнать;INFN;-;-;-;-;-
Персидский тигр;Курара, 2006;на;на;PREP;-;-;-;-;-
Персидский тигр;Курара, 2006;время;время;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;листья;лист;NOUN;именительный;множественное;-;-;-
Персидский тигр;Курара, 2006;землю;земля;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;капли;капля;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;окна;окно;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;губы;губа;NOUN;именительный;множественное;-;-;-
Персидский тигр;Курара, 2006;вены;вена;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;пальцы;палец;NOUN;винительный;множественное;-;-;-
Персидский тигр;Курара, 2006;локон;локон;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;чашку;чашка;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;стену;стена;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;руки;рука;NOUN;винительный;множественное;-;-;-
Персидский тигр;Курара, 2006;небо;небо;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;плыть;плыть;INFN;-;-;-;-;-
Персидский тигр;Курара, 2006;по;по;PREP;-;-;-;-;-
Персидский тигр;Курара, 2006;снегу;снег;NOUN;-;единственное;-;-;-
Персидский тигр;Курара, 2006;гнать;гнать;INFN;-;-;-;-;-
Персидский тигр;Курара, 2006;на;на;PREP;-;-;-;-;-
Персидский тигр;Курара, 2006;время;время;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;листья;лист;NOUN;именительный;множественное;-;-;-
Персидский тигр;Курара, 2006;землю;земля;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;капли;капля;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;окна;окно;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;губы;губа;NOUN;именительный;множественное;-;-;-
Персидский тигр;Курара, 2006;вены;вена;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;пальцы;палец;NOUN;винительный;множественное;-;-;-
Персидский тигр;Курара, 2006;локон;локон;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;чашку;чашка;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;стену;стена;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;руки;рука;NOUN;винительный;множественное;-;-;-
Персидский тигр;Курара, 2006;небо;небо;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;плыть;плыть;INFN;-;-;-;-;-
Персидский тигр;Курара, 2006;по;по;PREP;-;-;-;-;-
Персидский тигр;Курара, 2006;снегу;снег;NOUN;-;единственное;-;-;-
Персидский тигр;Курара, 2006;гнать;гнать;INFN;-;-;-;-;-
Персидский тигр;Курара, 2006;на;на;PREP;-;-;-;-;-
Персидский тигр;Курара, 2006;время;время;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;короли;король;NOUN;именительный;множественное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;был;быть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;королём;король;NOUN;творительный;единственное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;брал;брать;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;за;за;PREP;-;-;-;-;-
Персидский тигр;Курара, 2006;кадык;кадык;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;высоту;высота;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;падал;падать;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;дождём;дождь;NOUN;творительный;единственное;-;-;-
Персидский тигр;Курара, 2006;на;на;PREP;-;-;-;-;-
Персидский тигр;Курара, 2006;заколдованную;заколдованный;ADJF;винительный;единственное;-;-;полная
Персидский тигр;Курара, 2006;богом;бог;NOUN;творительный;единственное;-;-;-
Персидский тигр;Курара, 2006;луну;луна;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;пил;пить;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;темноту;темнота;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;спал;спасть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;со;с;PREP;-;-;-;-;-
Персидский тигр;Курара, 2006;змеями;змея;NOUN;творительный;множественное;-;-;-
Персидский тигр;Курара, 2006;ел;есть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;собаками;собака;NOUN;творительный;множественное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;падал;падать;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;траву;трава;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;видел;видеть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;джунгли;джунгли;NOUN;именительный;множественное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;был;быть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;королём;король;NOUN;творительный;единственное;-;-;-
Персидский тигр;Курара, 2006;листья;лист;NOUN;именительный;множественное;-;-;-
Персидский тигр;Курара, 2006;землю;земля;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;капли;капля;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;окна;окно;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;губы;губа;NOUN;именительный;множественное;-;-;-
Персидский тигр;Курара, 2006;вены;вена;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;пальцы;палец;NOUN;винительный;множественное;-;-;-
Персидский тигр;Курара, 2006;локон;локон;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;чашку;чашка;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;стену;стена;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;руки;рука;NOUN;винительный;множественное;-;-;-
Персидский тигр;Курара, 2006;небо;небо;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;гнать;гнать;INFN;-;-;-;-;-
Персидский тигр;Курара, 2006;на;на;PREP;-;-;-;-;-
Персидский тигр;Курара, 2006;время;время;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;был;быть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;королём;король;NOUN;творительный;единственное;-;-;-
Персидский тигр;Курара, 2006;мои;мой;ADJF;именительный;множественное;-;-;полная
Персидский тигр;Курара, 2006;слоны;слон;NOUN;именительный;множественное;-;-;-
Персидский тигр;Курара, 2006;целовали;целовать;VERB;-;множественное;прошедшее;-;-
Персидский тигр;Курара, 2006;мне;я;NPRO;-;-;-;-;-
Персидский тигр;Курара, 2006;руки;рука;NOUN;винительный;множественное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;дрался;драться;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;огнём;огонь;NOUN;творительный;единственное;-;-;-
Персидский тигр;Курара, 2006;рвал;рвать;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;тростник;тростник;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;одевался;одеваться;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;прутья;прут;NOUN;винительный;множественное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;грыз;грызть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;вороньё;вороньё;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;видел;видеть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;страх;страх;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;ненавидел;ненавидеть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;мир;мир;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;трогал;трогать;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;ее;она;NPRO;-;-;-;-;-
Персидский тигр;Курара, 2006;видел;видеть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;небо;небо;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;когда;когда;CONJ;-;-;-;-;-
Персидский тигр;Курара, 2006;был;быть;VERB;-;единственное;прошедшее;-;-
Персидский тигр;Курара, 2006;королём;король;NOUN;творительный;единственное;-;-;-
Персидский тигр;Курара, 2006;листья;лист;NOUN;именительный;множественное;-;-;-
Персидский тигр;Курара, 2006;землю;земля;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;капли;капля;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;окна;окно;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;губы;губа;NOUN;именительный;множественное;-;-;-
Персидский тигр;Курара, 2006;вены;вена;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;пальцы;палец;NOUN;винительный;множественное;-;-;-
Персидский тигр;Курара, 2006;локон;локон;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;чашку;чашка;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;стену;стена;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;руки;рука;NOUN;винительный;множественное;-;-;-
Персидский тигр;Курара, 2006;небо;небо;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;гнать;гнать;INFN;-;-;-;-;-
Персидский тигр;Курара, 2006;на;на;PREP;-;-;-;-;-
Персидский тигр;Курара, 2006;время;время;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;листья;лист;NOUN;именительный;множественное;-;-;-
Персидский тигр;Курара, 2006;землю;земля;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;капли;капля;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;окна;окно;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;губы;губа;NOUN;именительный;множественное;-;-;-
Персидский тигр;Курара, 2006;вены;вена;NOUN;родительный;единственное;-;-;-
Персидский тигр;Курара, 2006;пальцы;палец;NOUN;винительный;множественное;-;-;-
Персидский тигр;Курара, 2006;локон;локон;NOUN;именительный;единственное;-;-;-
Персидский тигр;Курара, 2006;чашку;чашка;NOUN;винительный;единственное;-;-;-
Персидский тигр;Курара, 2006;стену;стена;NOUN;винительный;единственное;-;-;-
